caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
1058206,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058207,4,1,1,0,0,6,0,2,2,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,7,0,2,0,0,0,11,4,1,2,2,0,2,0,2,0,2,2,1,0,0,0,1,0,2,10,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,14,1,0
1058208,7,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,2,4,0,0,4,2,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,3,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,16,5,0
1058209,4,1,2,0,0,1,1,1,2,1,0,4,0,5,5,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,1,4,2,2,1,0,2,0,1,1,2,2,0,0,0,1,1,0,2,22,0,4,0,1,0,1,0,0,0,3,0,2,1,1,0,11,1,0
1058210,1,3,1,0,4,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,4,1,1,4,0,2,0,221,0,0,1,0,52,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058211,3,0,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,5,0,2,0,4,0,1,4,1,2,5,0,2,0,2,1,0,3,2,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
1058212,4,1,2,0,0,1,1,2,2,0,0,1,0,5,5,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,4,3,1,0,0,2,1,0,3,24,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,11,1,0
1058213,2,1,1,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,0,2,2,0,0,1,1,0,2,10,0,6,0,2,0,0,0,0,0,3,0,1,1,1,0,8,1,0
1058214,3,0,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,4,0,0,4,2,2,2,0,2,0,0,3,4,0,12,0,0,0,6,0,0,22,0,6,0,1,0,1,0,0,0,0,0,0,2,0,0,8,3,0
1058215,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058216,3,1,3,0,0,1,5,2,2,0,0,0,0,5,5,0,2,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,21,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,11,1,0
1058217,6,1,2,0,0,7,4,2,2,0,0,3,0,3,2,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,4,2,1,0,0,2,1,0,2,23,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,10,1,0
1058218,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058219,3,1,12,0,0,2,4,2,2,0,0,1,0,2,2,0,1,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,2,2,2,0,2,0,2,2,4,2,0,0,0,1,1,0,2,10,0,6,0,1,0,1,0,0,0,2,0,1,1,1,0,14,1,0
1058220,4,9,1,0,4,4,0,2,2,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,9,0,1,2,0,0,0,4,2,2,2,0,2,3,1,0,0,2,0,0,0,0,6,0,2,52,0,1,0,2,0,0,0,0,3,0,0,1,1,2,0,14,2,0
1058221,4,9,1,0,3,1,0,2,2,3,0,3,0,4,0,1,1,0,0,1,0,0,0,1,7,0,1,2,2,0,0,4,2,2,3,0,2,3,2,1,2,2,0,0,0,0,6,0,4,51,0,4,0,2,0,1,0,0,3,0,0,1,1,0,0,16,2,0
1058222,6,0,1,0,0,2,0,2,2,0,0,2,0,3,0,0,2,0,0,0,0,0,1,0,9,0,2,2,0,0,0,4,1,2,1,0,2,0,2,2,4,3,1,0,0,0,6,0,3,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,15,2,0
1058223,6,1,2,0,0,5,0,2,2,0,0,0,0,4,0,0,2,0,0,1,0,0,1,0,5,1,2,2,0,0,0,2,1,2,2,0,2,0,2,2,0,3,0,0,0,0,6,0,3,22,0,1,8,1,0,0,0,0,3,0,0,1,1,2,0,10,2,1
1058224,4,9,1,0,4,1,5,2,2,1,0,2,0,3,2,2,1,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,2,2,1,0,2,3,2,1,1,2,0,0,0,1,1,0,2,52,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,14,1,0
1058225,6,2,1,0,0,6,4,2,2,0,0,1,0,4,3,0,0,1,0,1,0,0,0,0,8,0,2,0,2,0,4,4,1,2,2,0,2,0,2,2,4,2,0,0,0,0,1,0,3,21,0,4,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
1058226,2,11,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0,0,2,2,2,1,0,0,2,0,121,0,0,1,0,40,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
1058227,4,1,2,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,4,2,2,0,0,2,0,1,3,2,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1058228,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,2,0,0,2,0,121,0,0,1,0,24,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058229,2,3,1,0,4,1,4,2,2,4,0,0,0,3,3,2,1,0,0,0,0,0,0,0,7,0,1,0,4,0,2,4,2,2,3,0,2,4,2,0,0,2,7,9,0,0,1,0,2,52,0,6,0,1,0,0,0,0,0,6,0,2,1,1,0,5,1,0
1058230,2,1,10,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,6,0,2,0,2,1,0,2,2,0,0,1,1,0,2,10,0,6,0,2,0,0,0,0,0,1,0,2,1,1,0,9,1,0
1058231,4,1,1,0,0,1,2,2,2,0,0,0,0,5,5,0,4,0,0,1,0,0,0,1,8,0,2,0,0,0,5,2,2,2,1,0,2,0,2,2,0,5,0,0,0,0,1,0,5,24,0,1,4,1,0,0,0,0,0,6,1,2,1,1,0,14,1,1
1058232,7,11,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,4,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,4,23,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,10,6,0
1058233,7,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,1,1,0,0,1,0,2,0,4,0,5,0,0,0,6,0,2,21,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
1058234,3,1,4,4,0,1,0,2,2,0,0,0,9,3,0,0,1,0,0,0,0,0,1,0,8,0,2,1,4,0,0,4,2,2,5,0,2,0,1,2,0,2,2,0,0,0,3,0,2,10,0,6,0,1,0,0,0,0,3,0,0,1,1,2,0,7,1,0
1058235,3,1,1,0,3,5,2,2,2,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0,11,0,2,0,4,0,1,1,2,2,7,0,2,2,0,1,0,2,13,0,0,1,4,0,2,51,0,6,1,1,1,0,0,0,0,1,0,2,1,1,0,10,1,1
1058236,6,1,2,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1058237,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1058238,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0,0,2,0,1,0,4,0,11,0,0,0,0,0,0,10,0,6,0,2,0,1,0,0,0,0,0,0,0,2,0,6,0,0
1058239,6,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,3,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,10,1,0
1058240,6,11,1,0,4,2,3,2,2,1,0,0,0,2,2,2,3,0,0,0,0,0,0,0,9,0,1,0,0,0,10,4,2,2,2,0,2,3,2,3,0,4,0,0,0,0,1,0,4,52,0,1,0,1,0,0,0,0,0,4,0,1,1,1,0,15,1,0
1058241,4,4,1,0,3,1,5,2,2,0,0,0,0,3,3,6,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,2,2,2,6,0,2,4,2,2,0,3,0,0,0,1,1,0,3,51,0,1,1,1,1,0,0,0,0,5,0,1,1,1,0,14,1,1
1058242,3,1,2,4,0,1,0,2,2,0,0,5,2,4,0,0,1,0,0,0,0,0,0,0,7,0,2,1,2,0,0,4,2,2,2,0,2,0,2,1,4,2,10,0,0,0,3,0,2,10,0,4,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
1058243,7,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,1,0,0,2,0,2,0,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
1058244,5,11,1,0,0,1,2,2,2,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,2,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,5,1,0
1058245,5,1,1,0,0,1,3,2,2,0,0,6,0,3,3,0,1,0,0,0,1,1,0,0,7,0,2,0,1,0,1,4,2,2,2,0,2,0,2,0,2,2,0,0,0,1,1,0,3,10,0,3,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
1058246,7,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,3,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
1058247,6,1,2,0,0,1,4,2,2,0,0,0,0,4,4,0,2,0,0,1,0,0,1,0,9,0,2,0,0,0,1,2,1,2,6,0,2,0,2,1,0,3,0,0,0,1,1,0,4,21,0,1,10,1,0,0,0,0,0,2,0,1,1,1,1,10,1,1
1058248,5,1,2,0,0,1,4,2,2,0,0,5,0,1,1,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,1,2,2,0,1,0,2,0,2,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
1058249,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,5,0,0
1058250,7,1,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,9,0,2,2,1,0,0,2,1,2,2,0,2,0,2,1,0,0,0,0,0,0,6,0,3,21,0,3,10,1,0,0,0,0,3,0,0,0,2,2,1,13,3,1
1058251,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058252,7,1,2,0,0,1,4,2,2,0,0,5,0,4,2,0,1,0,0,0,1,0,0,0,7,0,2,0,1,0,1,4,1,2,2,0,2,0,2,1,4,2,0,0,0,1,1,0,2,23,0,3,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
1058253,6,11,1,0,0,1,0,2,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,4,0,2,2,0,0,0,4,2,2,6,0,2,0,2,1,4,2,1,0,0,0,3,0,2,10,0,1,0,1,0,1,0,0,1,0,0,2,1,2,0,8,1,0
1058254,7,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,5,23,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,14,6,1
1058255,4,0,1,0,0,4,5,2,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,3,0,2,0,2,2,2,0,1,0,0,1,1,0,0,10,0,1,0,1,0,1,0,0,0,1,0,0,2,1,0,10,1,0
1058256,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,122,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058257,7,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1058258,5,11,1,0,0,1,1,2,2,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,6,0,2,0,2,0,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,6,0,2,1,1,0,10,1,0
1058259,4,3,1,0,3,1,2,2,2,1,0,0,8,3,3,9,2,0,0,0,0,0,0,0,4,0,1,0,4,0,9,4,2,2,6,0,2,4,2,2,0,3,0,0,0,0,1,0,3,51,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
1058260,3,11,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,1,1,3,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1058261,4,1,1,3,0,6,0,2,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0,2,1,0,0,0,4,1,2,6,0,2,0,2,0,0,4,0,0,0,0,6,0,4,10,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,10,2,0
1058262,6,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,0,24,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,5,0
1058263,4,1,2,0,0,1,0,2,2,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,8,0,2,2,0,0,0,4,2,2,1,0,2,0,2,2,1,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,14,2,0
1058264,2,1,1,4,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,4,0,2,1,4,0,0,2,2,2,6,0,2,0,2,1,0,2,0,0,0,0,3,0,2,10,0,6,1,1,1,0,0,0,1,0,0,1,1,2,0,11,1,1
1058265,2,1,1,0,0,1,4,2,2,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,2,0,2,0,2,3,4,2,0,0,0,1,1,0,2,22,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
1058266,5,1,2,0,0,3,3,2,2,0,0,3,0,2,2,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,2,1,0,0,2,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,1,1,0,0,10,1,0
1058267,5,1,2,0,0,3,4,2,2,0,0,2,0,3,3,0,3,0,0,1,0,0,0,1,9,0,2,0,2,0,1,4,1,2,1,0,2,0,2,1,2,4,0,0,0,1,1,0,4,22,0,4,0,1,0,1,0,0,0,4,0,1,1,1,0,15,1,0
1058268,2,1,1,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,3,0,2,0,2,2,0,2,2,0,111,1,1,1,2,10,1,6,0,2,0,0,0,0,0,1,0,2,1,1,0,8,1,0
1058269,7,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,2,4,0,0,0,0,0,6,0,2,21,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,12,6,0
1058270,2,1,3,0,0,5,2,2,2,0,0,1,0,3,5,0,2,0,0,1,0,0,0,0,11,0,2,0,4,0,10,1,2,2,7,0,2,0,0,1,4,3,13,0,0,0,4,0,3,22,0,6,1,1,1,1,0,0,0,1,0,2,1,1,0,10,1,1
1058271,4,1,1,4,0,1,0,2,2,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,6,0,2,1,0,0,0,4,2,2,2,0,2,0,2,2,3,2,0,0,0,0,3,0,2,10,0,1,0,1,0,1,0,0,1,0,0,2,1,2,0,10,1,0
1058272,7,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,2,23,0,1,10,1,0,0,0,0,0,0,0,0,2,2,1,7,5,2
1058273,2,1,2,0,2,2,5,2,2,0,0,0,0,1,1,6,1,0,0,1,0,0,0,0,9,0,2,0,4,0,10,4,2,2,2,0,2,2,0,2,0,2,13,0,0,0,1,0,2,40,0,6,0,3,0,0,0,0,0,2,0,1,1,1,0,11,1,0
1058274,3,0,1,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,2,1,2,3,0,2,0,1,1,0,2,7,9,0,2,1,0,2,10,0,6,1,1,1,0,0,0,0,4,0,2,1,0,0,10,1,1
1058275,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,113,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1058276,3,11,1,0,0,1,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,1,2,2,0,2,0,2,1,4,2,2,0,0,0,6,0,2,10,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,11,2,0
1058277,3,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,1,0,0,0,2,0,0,0,6,0,0,23,0,6,0,1,0,0,0,0,3,0,0,0,2,2,0,7,7,0
1058278,4,11,1,4,0,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,1,0,0,0,4,1,2,3,0,2,0,1,1,3,0,2,0,0,0,3,0,2,10,0,2,0,1,0,1,2,1,3,0,0,0,2,2,0,9,4,0
1058279,5,1,1,0,0,1,4,2,2,0,0,4,0,1,1,0,1,0,0,1,0,0,0,0,6,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,11,1,0
1058280,1,4,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,4,2,1,0,0,2,0,111,0,0,1,0,52,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
1058281,2,1,2,0,0,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0,4,0,0,4,2,2,6,0,2,0,2,1,0,2,2,0,0,0,6,0,2,22,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,7,2,0
1058282,2,0,1,0,0,1,0,2,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,7,0,2,2,4,0,0,4,2,2,3,0,2,0,2,1,4,2,2,0,112,0,6,1,2,21,1,6,0,2,0,1,0,0,3,0,0,1,1,2,0,8,2,0
1058283,6,11,1,0,0,1,3,2,2,0,0,4,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
1058284,7,1,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,6,6,0
1058285,4,1,3,0,0,1,4,2,2,0,0,1,0,3,3,0,3,0,0,1,1,1,1,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,4,0,0,0,1,1,0,4,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,11,1,0
1058286,5,1,2,0,0,1,2,2,2,0,0,5,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,22,0,1,0,2,0,1,0,0,0,4,0,1,1,1,0,12,1,0
1058287,7,1,2,0,0,2,0,2,2,0,0,4,0,2,5,0,1,0,0,1,1,0,1,0,9,0,2,0,1,0,11,4,2,2,1,0,2,0,0,2,4,2,13,0,0,0,1,0,2,22,0,3,0,1,0,1,0,0,0,0,0,1,1,1,0,15,1,0
1058288,7,1,1,0,0,7,0,2,2,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,9,0,2,0,0,0,11,4,1,2,3,0,2,0,2,1,0,2,0,0,0,0,1,0,3,23,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,5,1,0
1058289,3,3,1,0,4,1,3,2,2,2,0,0,0,3,3,4,1,0,0,0,0,0,0,0,7,0,1,0,4,0,2,4,1,2,5,0,2,4,1,0,0,2,2,0,0,0,1,0,2,52,0,6,0,1,0,0,0,0,0,5,0,1,1,1,0,7,1,0
1058290,4,1,2,0,0,3,4,2,2,0,0,3,0,2,2,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
1058291,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058292,6,1,1,0,3,6,4,2,2,2,0,0,4,5,4,8,0,1,0,1,0,0,0,0,8,0,1,0,0,0,1,4,1,2,2,0,2,4,2,1,0,3,0,0,0,1,1,0,3,51,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
1058293,3,11,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,1,0,1,0,4,0,10,0,0,0,6,0,0,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,6,7,0
1058294,4,1,2,0,0,1,3,2,2,0,0,4,0,3,3,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,3,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
1058295,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058296,4,11,1,0,0,1,3,2,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,8,0,2,0,2,0,12,4,2,2,6,0,1,0,2,2,0,2,0,0,0,0,1,0,2,10,0,4,0,1,0,0,0,0,0,1,0,2,1,1,0,9,1,0
1058297,2,1,1,0,4,1,2,2,2,1,0,0,0,2,3,6,1,0,0,0,0,0,0,0,4,0,1,0,4,0,1,4,1,2,6,0,2,2,2,1,0,2,2,0,0,1,1,0,2,52,0,6,0,2,0,0,0,0,0,3,0,1,1,1,0,7,1,0
1058298,3,1,2,0,0,1,3,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,8,0,2,0,2,0,1,4,2,2,2,0,2,0,2,2,4,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,4,0,1,1,1,0,11,1,0
1058299,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058300,6,11,1,0,0,6,4,2,2,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,2,0,0,0,2,1,0,2,10,0,1,0,1,0,0,0,0,0,3,0,1,1,1,0,8,1,0
1058301,3,1,3,0,0,1,0,1,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,1,2,2,0,2,0,2,1,4,2,2,0,0,0,6,0,2,10,0,6,0,1,0,1,0,0,3,0,0,1,1,2,0,11,2,0
1058302,5,1,2,0,0,6,2,2,2,0,0,1,0,2,2,0,2,1,0,1,0,0,0,0,6,0,2,0,2,0,1,4,1,2,2,0,2,0,2,2,2,3,0,0,0,1,1,0,3,22,0,4,0,1,0,1,0,0,0,5,0,1,1,1,0,14,1,0
